root_cnpj,cnpj_est,name,date_start,situation,situationDate,cidade,porte,activity
03695791,03695791000100,ARMANDO L. DOS SANTOS,2000-03-02,Ativa,2019-07-05,BARRA DO CORDA,MICRO EMPRESA,Comércio varejista de outros artigos de uso doméstico não especificados anteriormente
03745520,03745520000111,S R G PEREIRA,2000-03-31,Baixada,2008-12-31,SAO LUIS,MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores
03702109,03702109000169,CRYANYL TINTAS INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTD,2000-03-20,Ativa,2005-11-03,CAXIAS,MICRO EMPRESA,Fabricação de sabões e detergentes sintéticos
03721332,03721332000153,M. DA C. GOIS PORTELA,2000-03-22,Ativa,2005-05-14,MIRANDA DO NORTE,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03718444,03718444000155,PARTIDO DEMOCRATICO TRABALHISTA,2000-03-29,Baixada,2015-02-09,TIMBIRAS,DEMAIS,Atividades de associações de defesa de direitos sociais
03708074,03708074000175,I. LIRA BRINGEL,2000-02-01,Inapta,2020-10-27,CONCEICAO DO LAGO-ACU,DEMAIS,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
03750673,03750673000157,WALFREDO MATOS MARINHO & CIA LTDA,2000-03-31,Inapta,2018-11-06,ROSARIO,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03746382,03746382000195,INSTEL CONSTRUCOES E INSTALACOES LTDA,2000-04-10,Baixada,2008-12-31,SAO JOSE DE RIBAMAR,DEMAIS,Construção de estações e redes de distribuição de energia elétrica
03684940,03684940000135,ASSOCIACAO DOS PRODUTORES RURAIS DA RUA HORLANDO MOTA 126,1999-11-22,Baixada,2015-02-09,ITAPECURU MIRIM,DEMAIS,Atividades de associações de defesa de direitos sociais
03832299,03832299000139,PARTIDO SOCIAL DEMOCRATICO,2000-05-25,Baixada,2015-02-09,AFONSO CUNHA,DEMAIS,Atividades de organizações políticas
03735030,03735030000134,COLEGIO E CURSO INTELECTO LTDA,2000-03-17,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Ensino fundamental
03831491,03831491000100,J. L. DE SOUSA FILHO & CIA LTDA,2000-05-25,Baixada,2018-03-12,IMPERATRIZ,MICRO EMPRESA,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos"
03819453,03819453000132,D M ATHAYDE,2000-05-11,Ativa,2005-11-03,PACO DO LUMIAR,MICRO EMPRESA,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente
03789012,03789012000135,S. PONTES DE SOUSA,2000-05-04,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03822096,03822096000161,ESCOLA MUNICIPAL ANTENOR ABREU,2000-05-05,Ativa,2005-11-03,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03825579,03825579000110,CAIXA ESCOLAR FRANCISCO DOURADO DE SALES,2000-05-10,Ativa,2020-01-26,ARAIOSES,DEMAIS,Atividades de associações de defesa de direitos sociais
03831752,03831752000192,PARTIDO DOS APOSENTADOS DA NACAO,2000-05-17,Inapta,2019-01-29,TURILANDIA,DEMAIS,Atividades de organizações políticas
03818202,03818202000133,PARTIDO PROGRESSITA BRASILEIRO,2000-05-16,Inapta,2019-01-29,TURILANDIA,DEMAIS,Atividades de organizações políticas
03818201,03818201000199,PARTIDO TRABALISTA BRASILEIRO,2000-05-16,Inapta,2019-01-29,TURILANDIA,DEMAIS,Atividades de organizações políticas
03831774,03831774000152,PARTIDO VERDE,2000-05-17,Inapta,2019-01-29,TURILANDIA,DEMAIS,Atividades de organizações políticas
03825441,03825441000110,PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO,2000-05-16,Ativa,2019-12-16,TURILANDIA,DEMAIS,Atividades de organizações políticas
03815924,03815924000134,C. COELHO LOPES,2000-05-17,Inapta,2018-09-18,IMPERATRIZ,MICRO EMPRESA,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
03684043,03684043000121,ROLIM MOVEIS EMPRESARIAIS LTDA,2000-03-10,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Comércio varejista de equipamentos para escritório
03709161,03709161000147,"ASSOCIACAO UNIAO DO POVO, COMUNIDADE ALBERTO VIANA",2000-02-29,Baixada,2015-02-09,VIANA,DEMAIS,Atividades de associações de defesa de direitos sociais
03728923,03728923000152,ASSOCIACAO ESTREITENSE DE EDUCADORES,2000-03-31,Inapta,2019-01-29,ESTREITO,DEMAIS,Outras atividades associativas profissionais
03804612,03804612000125,ASSOCIACAO DA COMUNIDADE RURAL DO MURTURA,2000-05-12,Ativa,2019-12-04,SAO LUIS,DEMAIS,Atividades de associações de defesa de direitos sociais
03786653,03786653000136,J & L MEDICOS LTDA,2000-05-04,Baixada,2012-04-26,SAO LUIS,MICRO EMPRESA,Atividades de profissionais da área de saúde não especificadas anteriormente
03695729,03695729000118,ZOZIMO DE JESUS FREITAS,2000-02-07,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03717803,03717803000150,M DE SALES DIAS,2000-03-22,Inapta,2018-11-06,ALCANTARA,DEMAIS,Outros alojamentos não especificados anteriormente
03769886,03769886000120,V. M. DA CONCEICAO FEITOSA COMERCIO,2000-04-19,Inapta,2018-12-07,IMPERATRIZ,MICRO EMPRESA,Comercio varejista de artigos de armarinho
03772289,03772289000155,PARTIDO DEMOCRATICO TRABALHISTA - PDT - DIRETORIO MUNICIPAL DE LAGO DA PEDRA,2000-04-25,Ativa,2020-06-08,LAGO DA PEDRA,DEMAIS,Atividades de organizações políticas
03748729,03748729000139,J CERQUEIRA,2000-04-03,Baixada,2008-12-31,TIMON,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03699900,03699900000167,ASSOCIACAO AGRICOLA SANTA CRUZ,2000-03-20,Baixada,2009-07-10,ESTREITO,DEMAIS,Atividades de associações de defesa de direitos sociais
03731997,03731997000148,NEVES E NEVES LTDA,2000-04-03,Ativa,2006-12-21,SAO LUIS,MICRO EMPRESA,"Comércio a varejo de automóveis, camionetas e utilitários usados"
03778492,03778492000139,J. DE A. G. SOARES DISTRIBUICAO,2000-03-17,Inapta,2019-01-17,CAXIAS,MICRO EMPRESA,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários"
03750610,03750610000109,V. G. DE SOUSA OFICINA,2000-04-10,Baixada,2008-12-31,ACAILANDIA,DEMAIS,Comércio a varejo de peças e acessórios novos para veículos automotores
03791139,03791139000199,L. MORAES RIBEIRO,2000-04-17,Inapta,2019-01-29,PINHEIRO,MICRO EMPRESA,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
03698322,03698322000144,ASSOCIACAO COMUNITARIA DE SANTA ROSA - GAMA,2000-01-27,Ativa,2005-11-03,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03738436,03738436000170,ASSOCIACAO COMUNITARIA DOS PRODUTORES DO POVOADO PORTEIRAS,2000-03-31,Baixada,2015-02-09,DUQUE BACELAR,DEMAIS,Atividades de associações de defesa de direitos sociais
03731646,03731646000137,A. H. GOMES DE ARAUJO,2000-03-28,Ativa,2004-10-23,SAO LUIS,MICRO EMPRESA,Restaurantes e similares
03756738,03756738000171,R. A. H. G. REPRESENTACOES LTDA,2000-04-06,Baixada,2019-03-13,IMPERATRIZ,MICRO EMPRESA,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
03819381,03819381000123,VANDERLEIA MARINHO SANTOS,2000-05-12,Baixada,2012-04-13,SAO LUIS,MICRO EMPRESA,Comércio varejista de bebidas
03712749,03712749000150,UNIAO DE MORADORES DO POVOADO PAMPILHOSA,1999-09-02,Ativa,2005-11-03,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03790343,03790343000195,PARTIDO DEMOCRATICO TRABALHISTA,2000-03-15,Ativa,2019-07-10,CODO,DEMAIS,Atividades de organizações políticas
03786077,03786077000127,PARTIDO SOCIAL DEMOCRATICO PSD,2000-04-27,Inapta,2019-02-01,LAGO DOS RODRIGUES,DEMAIS,Atividades de organizações políticas
03789032,03789032000106,J M L GONCALVES E CIA LTDA,2000-05-04,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
03723166,03723166000124,M. R. RODRIGUES LIMA - COMERCIO,2000-03-30,Baixada,2015-02-09,TIMON,DEMAIS,Comércio varejista de artigos fotográficos e para filmagem
03832591,03832591000151,PSDB - DIRETORIO MUNICIPAL DE RAPOSA,1999-11-07,Baixada,2008-12-31,RAPOSA,DEMAIS,Atividades de organizações políticas
03690423,03690423000179,ANTONIA S GONCALVES - COMERCIO,2000-03-14,Baixada,2015-02-09,SAO LUIS,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03802959,03802959000139,CAIXA ESCOLAR TOBIAS FREITAS,2000-05-12,Ativa,2019-03-30,PEDRO DO ROSARIO,DEMAIS,Atividades de associações de defesa de direitos sociais
03816855,03816855000183,ATMOS ENGENHARIA E CONSTRUCAO LTDA,2000-05-12,Ativa,2005-11-03,SAO LUIS,EMPRESA DE PEQUENO PORTE,Construção de edifícios
03811618,03811618000120,ASSOCIACAO DE PAIS E MESTRES DA ESCOLA MUN. DA 5 QUADRA DA B6,2000-05-17,Ativa,2019-05-27,NOVA OLINDA DO MARANHAO,DEMAIS,Atividades de associações de defesa de direitos sociais
03709077,03709077000123,CONECT TUR VIAGENS E TURISMO LTDA,2000-03-22,Baixada,2017-02-06,SAO LUIS,MICRO EMPRESA,Agências de viagens
03716251,03716251000165,CAIXA ESCOLAR MANOEL TRINDADE,2000-03-28,Inapta,2019-02-01,PEDREIRAS,DEMAIS,Ensino fundamental
03816406,03816406000135,J RODRIGUES DE ARAUJO COMERCIO,2000-05-19,Ativa,2004-12-04,BALSAS,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03795113,03795113000119,I. DE F. ABREU SOARES,2000-04-19,Ativa,2005-11-03,PACO DO LUMIAR,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados"
03777073,03777073000182,J. SA SILVA RODRIGUES,2000-04-13,Baixada,2015-02-09,COLINAS,MICRO EMPRESA,Comércio varejista de artigos fotográficos e para filmagem
03832408,03832408000118,M. DE JESUS M. DA SILVA,2000-05-23,Baixada,2001-03-02,SAO LUIS,DEMAIS,Comércio varejista de carnes - açougues
03798505,03798505000131,F. M. S. COMERCIO LTDA,2000-05-10,Baixada,2015-02-09,IMPERATRIZ,DEMAIS,Comércio varejista especializado de equipamentos de telefonia e comunicação
03696115,03696115000150,M DE G LIMA,2000-03-14,Nula,2000-03-14,SAO LUIS,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03743319,03743319000103,ASSOCIACAO DOS MORADORES DA LOCALIDADE FAZENDA NOVA,2000-04-11,Inapta,2018-11-07,TIMON,DEMAIS,Atividades de associações de defesa de direitos sociais
03774524,03774524000128,PARTIDO PROGRESSITA,1999-08-29,Inapta,2019-05-30,VITORIA DO MEARIM,DEMAIS,Atividades de organizações políticas
03820880,03820880000130,PARTIDO SOCIAL DE MOCRATICO,2000-05-22,Inapta,2019-01-29,ESTREITO,DEMAIS,Atividades de organizações políticas
03783839,03783839000131,ASSOCIACAO DOS MOTOTAXISTAS DE CAXIAS,2000-04-24,Baixada,2015-02-09,CAXIAS,DEMAIS,Outras atividades associativas profissionais
03797711,03797711000127,CAIXA ESCOLAR DA ESCOLA LIDIA BRAGA WEBA,2000-05-10,Ativa,2019-06-12,SANTA HELENA,DEMAIS,Ensino fundamental
03741372,03741372000167,ASSOCIACAO COMUNITARIA QUILOMBOLA UNIDOS DE CUMUM,1999-12-10,Ativa,2005-11-03,GUIMARAES,DEMAIS,Atividades de associações de defesa de direitos sociais
03801463,03801463000140,B. PEREIRA & CIA LTDA,2000-04-17,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03796819,03796819000103,ASSOCIAO FORTUNENSE DE EDUCADORES,2000-05-10,Baixada,2015-02-09,FORTUNA,DEMAIS,Outras atividades associativas profissionais
03697791,03697791000149,A. DA SOLEDADE CONFECCOES E CALCADOS,2000-01-26,Inapta,2018-09-18,CURURUPU,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03786239,03786239000127,PRODUCAO EMPREENDIMENTOS LTDA,2000-05-03,Baixada,2002-12-16,SAO LUIS,DEMAIS,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo"
03825245,03825245000146,ASSOCIACAO DE COMUNICACAO E CULTURA AV. RIO AMAZONAS,2000-05-23,Baixada,2015-02-09,BARRA DO CORDA,DEMAIS,Atividades de associações de defesa de direitos sociais
03721902,03721902000105,JOSE RIBAMAR RODRIGUES FILHO,2000-03-16,Baixada,2018-07-03,BARREIRINHAS,MICRO EMPRESA,Limpeza em prédios e em domicílios
03727382,03727382000148,CONSELHO MUNICIPAL DO TRABALHO DO MUNICIPIO DE HUMBERTO DE CAMPOS -CMT,1999-12-20,Baixada,2015-02-09,HUMBERTO DE CAMPOS,DEMAIS,Atividades de associações de defesa de direitos sociais
03768028,03768028000161,ASSOCIACAO FOLCLORICA E CULTURAL DANCA PORTUGUESA,2000-04-19,Ativa,2000-04-19,SAO LUIS,DEMAIS,Atividades de associações de defesa de direitos sociais
03755029,03755029000171,ASSOCIACAO DE PRODUTORES RURAIS SANTO ANTONIO DE ALCEU - APRUSAL,2000-04-14,Baixada,2008-12-31,BALSAS,DEMAIS,Atividades de associações de defesa de direitos sociais
03756710,03756710000134,A. JOSE DE LIMA,2000-04-12,Baixada,2017-07-14,SAO LUIS,MICRO EMPRESA,Comércio varejista de artigos de colchoaria
03777343,03777343000155,PARTIDO DO MOV DEMOCRATICO BRASILEIRO DIRETORIO MUNICIPAL,1997-09-09,Inapta,2018-12-07,RIBAMAR FIQUENE,DEMAIS,Atividades de organizações políticas
03698523,03698523000141,R NONATO F SILVA,2000-03-16,Ativa,2005-04-08,CAXIAS,MICRO EMPRESA,Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação
03783649,03783649000114,URANO CENTRO DE CULTURA E ASSISTENCIA AOS SERVIDORES PUBLICOS,2000-05-03,Inapta,2018-11-06,SAO LUIS,DEMAIS,Atividades de associações de defesa de direitos sociais
03726641,03726641000116,IGREJA CRISTA EVANGELICA DE BURITI BRAVO,1999-03-29,Ativa,2005-11-03,BURITI BRAVO,DEMAIS,Atividades de organizações religiosas ou filosóficas
03831320,03831320000181,ESCOLA MUNICIPAL RIBEIRAO DE TODOS OS SANTOS,2000-05-19,Ativa,2000-05-19,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03717429,03717429000192,VAMBERTO DE A RODRIGUES,2000-03-27,Baixada,2008-12-31,SAO LUIS,DEMAIS,Serviços de manutenção e reparação mecânica de veículos automotores
03832282,03832282000181,DIRETORIO MUNICIPAL DO PSD - PASSAGEM FRANCA - MA,2000-04-12,Baixada,2008-12-31,PASSAGEM FRANCA,DEMAIS,Atividades de organizações políticas
03815923,03815923000190,MARCO SILVA DE OLIVEIRA,2000-05-18,Baixada,2008-12-31,PRESIDENTE DUTRA,DEMAIS,"Comercio varejista de artigos de cama, mesa e banho"
03808345,03808345000164,CAIXA ESCOLAR ANGELICA COSTA,2000-05-02,Ativa,2019-03-28,BELAGUA,DEMAIS,Atividades de associações de defesa de direitos sociais
03793992,03793992000140,"ASS. DE PAIS E MESTRES DA ESCOLA MUNICIPAL MANOEL BANDEIRA, CANDIDO MENDES, TIOLENE ALMEIDA E COELHO NETO",2000-04-07,Inapta,2019-02-01,ESPERANTINOPOLIS,DEMAIS,Atividades de associações de defesa de direitos sociais
03770299,03770299000151,I SILVA CARVALHO COMERCIO E REPRESENTACOES,2000-04-20,Baixada,2000-07-20,SAO LUIS,DEMAIS,Comércio varejista de artigos médicos e ortopédicos
03745402,03745402000103,MARIA ELIENE DAMASCENO GOMES,2000-04-07,Inapta,2019-02-01,PEDREIRAS,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03788740,03788740000122,M. R. ALVES DA SILVA,2000-04-13,Ativa,2005-11-03,AGUA DOCE DO MARANHAO,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03756765,03756765000144,S. DE LIMA PERES,2000-04-11,Inapta,2019-02-28,SAO LUIS,DEMAIS,Cantinas - serviços de alimentação privativos
03807008,03807008000152,ASSOCIACAO COMUNITARIA DOS MORADORES DO FAROL DO ARACAGI,2000-04-07,Inapta,2018-11-06,RAPOSA,DEMAIS,Atividades de associações de defesa de direitos sociais
03732309,03732309000164,B. I. S DE ARAUJO,2000-03-30,Ativa,2005-11-03,ITAPECURU MIRIM,MICRO EMPRESA,Comércio atacadista de materiais de construção em geral
03824503,03824503000170,ESCOLA MUNICIPAL RAIMUNDO MARCELINO FERREIRA,2000-05-05,Ativa,2000-05-05,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03761331,03761331000132,A NORBERTO SOARES,2000-04-18,Ativa,2005-08-27,BACABAL,MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas
03804213,03804213000164,FMLS SERVICOS LTDA,2000-05-12,Ativa,2005-11-03,SAO JOSE DE RIBAMAR,MICRO EMPRESA,Locação de automóveis sem condutor
03825051,03825051000140,ASSOCIACAO COMUNITARIA DOS MORADORES DO POVOADO SAO JOSE DOS MESQUITAS,2000-05-21,Ativa,2005-11-03,CAXIAS,DEMAIS,Atividades de associações de defesa de direitos sociais
03704382,03704382000122,ADEMILTON L. SOARES,2000-03-20,Baixada,2008-12-31,SAO LUIS,MICRO EMPRESA,Comércio varejista de calçados
03772853,03772853000130,TERMAC-TERRA MAIA COLINAS LTDA,2000-04-13,Baixada,2008-12-31,COLINAS,DEMAIS,Construção de edifícios
03789871,03789871000124,CAIXA ESCOLAR COSME COELHO,2000-05-08,Ativa,2000-05-08,CAROLINA,DEMAIS,Atividades de associações de defesa de direitos sociais
03700742,03700742000118,V. J. DO NASCIMENTO REPRESENTACAO,2000-02-26,Baixada,2015-02-09,BACABAL,DEMAIS,Comércio varejista de outros produtos não especificados anteriormente
03750531,03750531000190,RAMALHO MATERIAIS DE CONSTRUCAO LTDA,2000-03-22,Baixada,2019-07-30,SAO LUIS,MICRO EMPRESA,Comércio varejista de materiais de construção em geral
03807210,03807210000184,J. DE R. F. DO NASCIMENTO,2000-05-09,Baixada,2015-02-09,SAO LUIS,DEMAIS,Comércio varejista de ferragens e ferramentas
03815702,03815702000111,CAIXA ESCOLAR SAO JOSE,2000-05-17,Ativa,2005-11-03,MATINHA,DEMAIS,Atividades de associações de defesa de direitos sociais
03807743,03807743000166,J FERNANDO ALMEIDA,2000-04-26,Inapta,2018-11-06,ROSARIO,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03822081,03822081000101,ESCOLA MUNICIPAL RAIMUNDO PIMENTA,2000-05-09,Ativa,2005-11-03,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03734180,03734180000123,CONCLUMAR INCORPORACOES LTDA,2000-04-04,Inapta,2018-09-18,SAO LUIS,MICRO EMPRESA,Construção de edifícios
03823791,03823791000148,PARTIDO DOS TRABALHADORES - PT,1999-09-09,Ativa,2020-08-12,BOM JARDIM,DEMAIS,Atividades de organizações políticas
03724755,03724755000127,E.A SOARES COMERCIO,2000-03-30,Baixada,2008-12-31,SAO LUIS,DEMAIS,Comércio varejista de artigos do vestuário e acessórios
03740522,03740522000118,B. M. GUARIM - MADEIRAS,2000-04-06,Baixada,2008-12-31,BURITICUPU,DEMAIS,Serrarias com desdobramento de madeira em bruto
03805386,03805386000105,CAIXA ESCOLAR DINARES PINHEIRO,2000-05-15,Ativa,2019-04-02,VIANA,DEMAIS,Atividades de associações de defesa de direitos sociais
03697306,03697306000137,CONSTRUTORA SILCAR LTDA,2000-03-13,Suspensa,2006-03-06,CAXIAS,MICRO EMPRESA,Outras obras de engenharia civil não especificadas anteriormente
03767526,03767526000190,L JOHNSON NASCIMENTO,2000-04-19,Baixada,2008-12-31,SAO LUIS,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03719032,03719032000130,DE TARSO IMOVEIS LTDA,2000-03-28,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Gestão e administração da propriedade imobiliária
03823285,03823285000159,M. GREGORIA OLIVEIRA,2000-05-19,Baixada,2001-03-01,SAO LUIS,DEMAIS,Comércio varejista de carnes - açougues
03772773,03772773000184,CONSTRUTORA FABRIL LTDA,2000-04-13,Inapta,2018-09-18,SAO LUIS,MICRO EMPRESA,Construção de edifícios
03816828,03816828000100,UNIDADE ESCOLAR HERMES CUNHA,2000-05-18,Ativa,2019-05-29,SAO DOMINGOS DO MARANHAO,DEMAIS,Atividades de associações de defesa de direitos sociais
03745121,03745121000150,ARMANDO MARCIO FERREIRA COM E REPRESENTACOES,2000-04-11,Inapta,2019-01-29,BALSAS,MICRO EMPRESA,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
